bay_id,lat,lon,has_restriction_data
11366,-37.804160130998184,144.95545384043996,True
11365,-37.804135156695956,144.9554583295428,True
11397,-37.80535905739307,144.95523830061256,True
11400,-37.805425952395794,144.9552262757514,True
11401,-37.80544825087959,144.95522226748386,True
11402,-37.80547054891274,144.95521825918888,True
11396,-37.80533675890813,144.9552423088943,True
23949,-37.81402281577406,144.94249677884966,True
17321,-37.8124307860506,144.94089421111102,False
18616,-37.82136677476861,144.94474255947222,True
15329,-37.81869849217583,144.94807443933206,True
18615,-37.82135419837688,144.94467950111203,True
13448,-37.81957378096871,144.94470621132717,True
13474,-37.81923720373574,144.9458705875934,True
13457,-37.81948453284795,144.94501450488727,True
13458,-37.81947538861725,144.94504612205213,True
13475,-37.81922796872939,144.94590260169554,True
13472,-37.81925559514887,144.94580653930845,True
13464,-37.819342766379386,144.94550482424316,True
13388,-37.82007954406505,144.94295514308766,True
13399,-37.81997970328647,144.94329845570735,True
13391,-37.82005535295752,144.94303831913783,True
13439,-37.82004168078604,144.94340446656793,True
13437,-37.82007901039151,144.9432762558655,True
13436,-37.82009732548086,144.94321334901133,True
13393,-37.820039230062264,144.94309376908998,True
13435,-37.82011525241861,144.94315177527164,True
20873,-37.81966487313244,144.94522347505338,True
17719,-37.82036816663482,144.93985984418407,True
15102,-37.821727559119736,144.94347180726172,True
15099,-37.821829882537386,144.94361796600532,True
21535,-37.83511519077207,144.9780932727994,True
21537,-37.83513199392105,144.9782221754694,False
61327,-37.81817986431971,144.96119133731892,True
50650,-37.80830032162881,144.97163415057753,True
52011,-37.812458103956,144.96806321950226,True
52018,-37.811950188615235,144.96783344299544,True
65956,-37.809329150823274,144.96857401109276,True
65951,-37.80924291821428,144.96886730688124,True
50625,-37.80823242099734,144.97172585342287,True
50678,-37.80819872081621,144.97146215335894,True
50652,-37.808256165115196,144.97161362836698,True
50624,-37.808283042866265,144.97174889865346,True
50656,-37.80816240165049,144.97157039444292,True
50626,-37.80818100048621,144.97170218623882,True
52223,-37.8103941257034,144.96699783693825,True
50679,-37.80813917824753,144.9714346925275,True
50664,-37.809037522981974,144.97184785392136,True
50667,-37.808886411089446,144.97177809276388,True
50641,-37.80863676590235,144.97178858752375,True
50638,-37.80873103783026,144.9718318695339,True
50635,-37.80880200217635,144.97186447735396,True
50645,-37.80854402111967,144.97174607257597,True
50672,-37.80863462181725,144.9716617913952,True
50661,-37.80918881786499,144.97191773220703,True
9577,-37.80446544036628,144.94947086617978,True
9576,-37.80452046129158,144.94946032867392,True
51012,-37.81280696343559,144.97098505885344,True
64224,-37.81068226405352,144.97143921074053,True
50015,-37.81469213907302,144.97470510774372,True
50018,-37.81452914354371,144.97462955185944,True
50126,-37.81393430955272,144.9741384033004,True
51734,-37.81513201737133,144.96917035439546,True
